food_name,food_type,amount,unit,calories(g),fats(g),carbs(g),protein(g),saturated_fat(g),cholesterol(mg),sodium(mg),dietary_fiber(g),sugars(g),calcium(mg),iron(mg),potassium(mg),vitamin_A(mcg),vitamin_C(mg)
đường nâu,gia vị,23,gram,87,0,22.39,0,0,0,8,0,22.13,20,0.44,80,0,0
đường nâu,gia vị,25,gram,94,0,24.33,0,0,0,9,0,24.05,21,0.48,86,0,0
đường nâu,gia vị,29,gram,109,0,28.23,0,0,0,10,0,27.9,25,0.55,100,0,0
đường nâu,gia vị,30,gram,113,0,29.2,0,0,0,11,0,28.86,26,0.57,104,0,0
đường nâu,gia vị,31,gram,117,0,30.17,0,0,0,11,0,29.83,26,0.59,107,0,0
đường nâu,gia vị,33,gram,124,0,32.12,0,0,0,12,0,31.75,28,0.63,114,0,0
đường nâu,gia vị,35,gram,132,0,34.07,0,0,0,12,0,33.67,30,0.67,121,0,0
đường nâu,gia vị,39,gram,147,0,37.96,0,0,0,13,0,37.52,33,0.74,135,0,0
đường nâu,gia vị,40,gram,151,0,38.93,0,0,0,14,0,38.48,34,0.76,138,0,0
đường nâu,gia vị,30,gram,113,0,29.2,0,0,0,12,0,28.86,26,0.57,104,0,0
đường nâu,gia vị,31,gram,117,0,30.2,0,0,0,12,0,29.83,26,0.59,107,0,0
đường nâu,gia vị,33,gram,124,0,32.1,0,0,0,13,0,31.75,28,0.63,114,0,0
đường nâu,gia vị,35,gram,132,0,34.1,0,0,0,14,0,33.67,30,0.67,121,0,0
đường nâu,gia vị,39,gram,147,0,38,0,0,0,15,0,37.52,33,0.74,135,0,0
đường nâu,gia vị,40,gram,151,0,38.9,0,0,0,16,0,38.48,34,0.76,138,0,0
đường nâu,gia vị,41,gram,155,0,39.91,0,0,0,16,0,39.45,35,0.78,142,0,0
đường nâu,gia vị,43,gram,162,0,41.85,0,0,0,17,0,41.37,37,0.82,149,0,0
đường nâu,gia vị,45,gram,170,0,43.8,0,0,0,18,0,43.29,38,0.86,156,0,0
đường nâu,gia vị,49,gram,185,0,47.69,0,0,0,19,0,47.14,42,0.94,170,0,0
đường nâu,gia vị,50,gram,188,0,48.66,0,0,0,20,0,48.1,42,0.96,173,0,0
đường nâu,gia vị,51,gram,192,0,49.64,0,0,0,20,0,49.07,43,0.97,176,0,0
đường nâu,gia vị,53,gram,200,0,51.58,0,0,0,21,0,50.99,45,1.01,183,0,0
đường nâu,gia vị,55,gram,207,0,53.53,0,0,0,21,0,52.92,47,1.05,190,0,0
đường nâu,gia vị,59,gram,222,0,57.42,0,0,0,23,0,56.76,50,1.13,204,0,0
đường nâu,gia vị,60,gram,226,0,58.4,0,0,0,23,0,57.73,51,1.15,208,0,0
đường nâu,gia vị,61,gram,230,0,59.37,0,0,0,24,0,58.69,52,1.17,211,0,0
đường nâu,gia vị,63,gram,238,0,61.32,0,0,0,25,0,60.61,54,1.2,218,0,0
đường nâu,gia vị,65,gram,245,0,63.26,0,0,0,25,0,62.54,55,1.24,225,0,0
đường nâu,gia vị,69,gram,260,0,67.16,0,0,0,27,0,66.38,59,1.32,239,0,0
đường nâu,gia vị,70,gram,264,0,68.13,0,0,0,27,0,67.35,60,1.34,242,0,0
đường nâu,gia vị,71,gram,268,0,69.1,0,0,0,28,0,68.31,60,1.36,246,0,0
đường nâu,gia vị,73,gram,275,0,71.05,0,0,0,28,0,70.23,62,1.39,253,0,0
đường nâu,gia vị,75,gram,283,0,73,0,0,0,29,0,72.16,64,1.43,260,0,0
đường nâu,gia vị,79,gram,298,0,76.89,0,0,0,31,0,76.01,67,1.51,273,0,0
đường nâu,gia vị,80,gram,302,0,77.86,0,0,0,31,0,76.97,68,1.53,277,0,0
đường nâu,gia vị,81,gram,305,0,78.84,0,0,0,32,0,77.93,69,1.55,280,0,0
đường nâu,gia vị,83,gram,313,0,80.78,0,0,0,32,0,79.85,71,1.59,287,0,0
đường nâu,gia vị,85,gram,320,0,82.73,0,0,0,33,0,81.78,72,1.62,294,0,0
đường nâu,gia vị,89,gram,336,0,86.62,0,0,0,35,0,85.63,76,1.7,308,0,0
đường nâu,gia vị,90,gram,339,0,87.6,0,0,0,35,0,86.59,76,1.72,311,0,0
đường nâu,gia vị,91,gram,343,0,88.57,0,0,0,35,0,87.55,77,1.74,315,0,0
đường nâu,gia vị,93,gram,351,0,90.52,0,0,0,36,0,89.48,79,1.78,322,0,0
đường nâu,gia vị,95,gram,358,0,92.46,0,0,0,37,0,91.4,81,1.81,329,0,0
đường nâu,gia vị,99,gram,373,0,96.36,0,0,0,39,0,95.25,84,1.89,343,0,0
đường nâu,gia vị,100,gram,377,0,97.33,0,0,0,39,0,96.21,85,1.91,346,0,0
đường nâu,gia vị,101,gram,381,0,98.3,0,0,0,39,0,97.17,86,1.93,349,0,0
đường nâu,gia vị,103,gram,388,0,100.25,0,0,0,40,0,99.1,88,1.97,356,0,0
đường nâu,gia vị,105,gram,396,0,102.2,0,0,0,41,0,101.02,89,2.01,363,0,0
đường nâu,gia vị,109,gram,411,0,106.09,0,0,0,43,0,104.87,93,2.08,377,0,0
đường nâu,gia vị,110,gram,415,0,107.06,0,0,0,43,0,105.83,94,2.1,381,0,0
đường nâu,gia vị,111,gram,418,0,108.04,0,0,0,43,0,106.79,94,2.12,384,0,0
đường nâu,gia vị,113,gram,426,0,109.98,0,0,0,44,0,108.72,96,2.16,391,0,0
đường nâu,gia vị,115,gram,434,0,111.93,0,0,0,45,0,110.64,98,2.2,398,0,0
đường nâu,gia vị,119,gram,449,0,115.82,0,0,0,46,0,114.49,101,2.27,412,0,0
đường nâu,gia vị,120,gram,452,0,116.8,0,0,0,47,0,115.45,102,2.29,415,0,0
đường nâu,gia vị,121,gram,456,0,117.77,0,0,0,47,0,116.41,103,2.31,419,0,0
đường nâu,gia vị,123,gram,464,0,119.72,0,0,0,48,0,118.34,105,2.35,426,0,0
đường nâu,gia vị,125,gram,471,0,121.66,0,0,0,49,0,120.26,106,2.39,432,0,0
đường nâu,gia vị,129,gram,486,0,125.56,0,0,0,50,0,124.11,110,2.46,446,0,0
đường nâu,gia vị,130,gram,490,0,126.53,0,0,0,51,0,125.07,110,2.48,450,0,0
đường nâu,gia vị,131,gram,494,0,127.5,0,0,0,51,0,126.04,111,2.5,453,0,0
đường nâu,gia vị,133,gram,501,0,129.45,0,0,0,52,0,127.96,113,2.54,460,0,0
đường nâu,gia vị,135,gram,509,0,131.4,0,0,0,53,0,129.88,115,2.58,467,0,0
đường nâu,gia vị,139,gram,524,0,135.29,0,0,0,54,0,133.73,118,2.65,481,0,0
đường nâu,gia vị,140,gram,528,0,136.26,0,0,0,55,0,134.69,119,2.67,484,0,0
đường nâu,gia vị,141,gram,532,0,137.24,0,0,0,55,0,135.66,120,2.69,488,0,0
đường nâu,gia vị,143,gram,539,0,139.18,0,0,0,56,0,137.58,122,2.73,495,0,0
đường nâu,gia vị,145,gram,547,0,141.13,0,0,0,57,0,139.5,123,2.77,502,0,0
đường nâu,gia vị,149,gram,562,0,145.02,0,0,0,58,0,143.35,127,2.85,516,0,0
đường nâu,gia vị,150,gram,566,0,146,0,0,0,58,0,144.32,128,2.86,519,0,0
đường nâu,gia vị,151,gram,569,0,146.97,0,0,0,59,0,145.28,128,2.88,522,0,0
đường nâu,gia vị,153,gram,577,0,148.91,0,0,0,60,0,147.2,130,2.92,529,0,0
đường nâu,gia vị,155,gram,584,0,150.86,0,0,0,60,0,149.13,132,2.96,536,0,0
đường nâu,gia vị,159,gram,599,0,154.75,0,0,0,62,0,152.97,135,3.04,550,0,0
đường nâu,gia vị,160,gram,603,0,155.73,0,0,0,62,0,153.94,136,3.06,554,0,0
đường nâu,gia vị,161,gram,607,0,156.7,0,0,0,63,0,154.9,137,3.08,557,0,0
đường nâu,gia vị,163,gram,615,0,158.65,0,0,0,64,0,156.82,139,3.11,564,0,0
đường nâu,gia vị,165,gram,622,0,160.59,0,0,0,64,0,158.75,140,3.15,571,0,0
đường nâu,gia vị,169,gram,637,0,164.49,0,0,0,66,0,162.59,144,3.23,585,0,0
đường nâu,gia vị,170,gram,641,0,165.46,0,0,0,66,0,163.56,144,3.25,588,0,0
đường nâu,gia vị,171,gram,645,0,166.43,0,0,0,67,0,164.52,145,3.27,592,0,0
đường nâu,gia vị,173,gram,652,0,168.38,0,0,0,67,0,166.44,147,3.3,599,0,0
đường nâu,gia vị,175,gram,660,0,170.33,0,0,0,68,0,168.37,149,3.34,606,0,0
đường nâu,gia vị,179,gram,675,0,174.22,0,0,0,70,0,172.22,152,3.42,619,0,0
đường nâu,gia vị,180,gram,679,0,175.19,0,0,0,70,0,173.18,153,3.44,623,0,0
đường nâu,gia vị,181,gram,682,0,176.17,0,0,0,71,0,174.14,154,3.46,626,0,0
đường nâu,gia vị,183,gram,690,0,178.11,0,0,0,71,0,176.06,156,3.5,633,0,0
đường nâu,gia vị,185,gram,697,0,180.06,0,0,0,72,0,177.99,157,3.53,640,0,0
đường nâu,gia vị,189,gram,713,0,183.95,0,0,0,74,0,181.84,161,3.61,654,0,0
đường nâu,gia vị,190,gram,716,0,184.93,0,0,0,74,0,182.8,162,3.63,657,0,0
đường nâu,gia vị,191,gram,720,0,185.9,0,0,0,74,0,183.76,162,3.65,661,0,0
đường nâu,gia vị,193,gram,728,0,187.85,0,0,0,75,0,185.69,164,3.69,668,0,0
đường nâu,gia vị,195,gram,735,0,189.79,0,0,0,76,0,187.61,166,3.72,675,0,0
đường nâu,gia vị,199,gram,750,0,193.69,0,0,0,78,0,191.46,169,3.8,689,0,0
đường nâu,gia vị,200,gram,754,0,194.66,0,0,0,78,0,192.42,170,3.82,692,0,0
đường nâu,gia vị,201,gram,758,0,195.63,0,0,0,78,0,193.38,171,3.84,695,0,0
đường nâu,gia vị,203,gram,765,0,197.58,0,0,0,79,0,195.31,173,3.88,702,0,0
đường nâu,gia vị,205,gram,773,0,199.53,0,0,0,80,0,197.23,174,3.92,709,0,0
đường nâu,gia vị,209,gram,788,0,203.42,0,0,0,82,0,201.08,178,3.99,723,0,0
đường nâu,gia vị,210,gram,792,0,204.39,0,0,0,82,0,202.04,178,4.01,727,0,0
đường nâu,gia vị,211,gram,795,0,205.37,0,0,0,82,0,203,179,4.03,730,0,0
đường nâu,gia vị,213,gram,803,0,207.31,0,0,0,83,0,204.93,181,4.07,737,0,0
đường nâu,gia vị,215,gram,811,0,209.26,0,0,0,84,0,206.85,183,4.11,744,0,0
đường nâu,gia vị,219,gram,826,0,213.15,0,0,0,85,0,210.7,186,4.18,758,0,0
đường nâu,gia vị,220,gram,829,0,214.13,0,0,0,86,0,211.66,187,4.2,761,0,0
đường nâu,gia vị,221,gram,833,0,215.1,0,0,0,86,0,212.62,188,4.22,765,0,0
đường nâu,gia vị,223,gram,841,0,217.05,0,0,0,87,0,214.55,190,4.26,772,0,0
đường nâu,gia vị,225,gram,848,0,218.99,0,0,0,88,0,216.47,191,4.3,778,0,0
đường nâu,gia vị,229,gram,863,0,222.89,0,0,0,89,0,220.32,195,4.37,792,0,0
đường nâu,gia vị,230,gram,867,0,223.86,0,0,0,90,0,221.28,196,4.39,796,0,0
đường nâu,gia vị,231,gram,871,0,224.83,0,0,0,90,0,222.25,196,4.41,799,0,0
đường nâu,gia vị,233,gram,878,0,226.78,0,0,0,91,0,224.17,198,4.45,806,0,0
đường nâu,gia vị,235,gram,886,0,228.73,0,0,0,92,0,226.09,200,4.49,813,0,0
đường nâu,gia vị,239,gram,901,0,232.62,0,0,0,93,0,229.94,203,4.56,827,0,0
đường nâu,gia vị,240,gram,905,0,233.59,0,0,0,94,0,230.9,204,4.58,830,0,0
đường nâu,gia vị,241,gram,909,0,234.57,0,0,0,94,0,231.87,205,4.6,834,0,0
đường nâu,gia vị,243,gram,916,0,236.51,0,0,0,95,0,233.79,207,4.64,841,0,0
đường nâu,gia vị,245,gram,924,0,238.46,0,0,0,96,0,235.71,208,4.68,848,0,0
đường nâu,gia vị,249,gram,939,0,242.35,0,0,0,97,0,239.56,212,4.76,862,0,0
đường nâu,gia vị,250,gram,942,0,243.32,0,0,0,98,0,240.52,212,4.78,865,0,0
đường nâu,gia vị,251,gram,946,0,244.3,0,0,0,98,0,241.49,213,4.79,868,0,0
đường nâu,gia vị,253,gram,954,0,246.24,0,0,0,99,0,243.41,215,4.83,875,0,0
đường nâu,gia vị,255,gram,961,0,248.19,0,0,0,99,0,245.34,217,4.87,882,0,0
đường nâu,gia vị,259,gram,976,0,252.08,0,0,0,101,0,249.18,220,4.95,896,0,0
đường nâu,gia vị,260,gram,980,0,253.06,0,0,0,101,0,250.15,221,4.97,900,0,0
đường nâu,gia vị,261,gram,984,0,254.03,0,0,0,102,0,251.11,222,4.99,903,0,0
đường nâu,gia vị,263,gram,992,0,255.98,0,0,0,103,0,253.03,224,5.02,910,0,0
đường nâu,gia vị,265,gram,999,0,257.92,0,0,0,103,0,254.96,225,5.06,917,0,0
đường nâu,gia vị,269,gram,1014,0,261.82,0,0,0,105,0,258.8,229,5.14,931,0,0
đường nâu,gia vị,270,gram,1018,0,262.79,0,0,0,105,0,259.77,230,5.16,934,0,0
đường nâu,gia vị,271,gram,1022,0,263.76,0,0,0,106,0,260.73,230,5.18,938,0,0
đường nâu,gia vị,273,gram,1029,0,265.71,0,0,0,106,0,262.65,232,5.21,945,0,0
đường nâu,gia vị,275,gram,1037,0,267.66,0,0,0,107,0,264.58,234,5.25,952,0,0
đường nâu,gia vị,279,gram,1052,0,271.55,0,0,0,109,0,268.43,237,5.33,965,0,0
đường nâu,gia vị,280,gram,1056,0,272.52,0,0,0,109,0,269.39,238,5.35,969,0,0
đường nâu,gia vị,281,gram,1059,0,273.5,0,0,0,110,0,270.35,239,5.37,972,0,0
đường nâu,gia vị,283,gram,1067,0,275.44,0,0,0,110,0,272.27,241,5.41,979,0,0
đường nâu,gia vị,285,gram,1074,0,277.39,0,0,0,111,0,274.2,242,5.44,986,0,0
đường nâu,gia vị,289,gram,1090,0,281.28,0,0,0,113,0,278.05,246,5.52,1000,0,0
đường nâu,gia vị,290,gram,1093,0,282.26,0,0,0,113,0,279.01,246,5.54,1003,0,0
đường nâu,gia vị,291,gram,1097,0,283.23,0,0,0,113,0,279.97,247,5.56,1007,0,0
đường nâu,gia vị,293,gram,1105,0,285.18,0,0,0,114,0,281.9,249,5.6,1014,0,0
đường nâu,gia vị,295,gram,1112,0,287.12,0,0,0,115,0,283.82,251,5.63,1021,0,0
đường nâu,gia vị,299,gram,1127,0,291.02,0,0,0,117,0,287.67,254,5.71,1035,0,0
đường nâu,gia vị,300,gram,1131,0,291.99,0,0,0,117,0,288.63,255,5.73,1038,0,0
đường nâu,gia vị,301,gram,1135,0,292.96,0,0,0,117,0,289.59,256,5.75,1041,0,0
đường nâu,gia vị,303,gram,1142,0,294.91,0,0,0,118,0,291.52,258,5.79,1048,0,0
đường nâu,gia vị,305,gram,1150,0,296.86,0,0,0,119,0,293.44,259,5.83,1055,0,0
đường nâu,gia vị,309,gram,1165,0,300.75,0,0,0,121,0,297.29,263,5.9,1069,0,0
đường nâu,gia vị,310,gram,1169,0,301.72,0,0,0,121,0,298.25,264,5.92,1073,0,0
đường nâu,gia vị,311,gram,1172,0,302.7,0,0,0,121,0,299.21,264,5.94,1076,0,0
đường nâu,gia vị,313,gram,1180,0,304.64,0,0,0,122,0,301.14,266,5.98,1083,0,0
đường nâu,gia vị,315,gram,1188,0,306.59,0,0,0,123,0,303.06,268,6.02,1090,0,0
đường nâu,gia vị,319,gram,1203,0,310.48,0,0,0,124,0,306.91,271,6.09,1104,0,0
đường nâu,gia vị,320,gram,1206,0,311.46,0,0,0,125,0,307.87,272,6.11,1107,0,0
đường nâu,gia vị,321,gram,1210,0,312.43,0,0,0,125,0,308.83,273,6.13,1111,0,0
đường nâu,gia vị,323,gram,1218,0,314.38,0,0,0,126,0,310.76,275,6.17,1118,0,0
đường nâu,gia vị,325,gram,1225,0,316.32,0,0,0,127,0,312.68,276,6.21,1124,0,0
đường nâu,gia vị,329,gram,1240,0,320.22,0,0,0,128,0,316.53,280,6.28,1138,0,0
đường nâu,gia vị,330,gram,1244,0,321.19,0,0,0,129,0,317.49,280,6.3,1142,0,0
đường nâu,gia vị,331,gram,1248,0,322.16,0,0,0,129,0,318.46,281,6.32,1145,0,0
đường nâu,gia vị,333,gram,1255,0,324.11,0,0,0,130,0,320.38,283,6.36,1152,0,0
đường nâu,gia vị,335,gram,1263,0,326.06,0,0,0,131,0,322.3,285,6.4,1159,0,0
đường nâu,gia vị,339,gram,1278,0,329.95,0,0,0,132,0,326.15,288,6.47,1173,0,0
đường nâu,gia vị,340,gram,1282,0,330.92,0,0,0,133,0,327.11,289,6.49,1176,0,0
đường nâu,gia vị,341,gram,1286,0,331.9,0,0,0,133,0,328.08,290,6.51,1180,0,0
đường nâu,gia vị,343,gram,1293,0,333.84,0,0,0,134,0,330,292,6.55,1187,0,0
đường nâu,gia vị,345,gram,1301,0,335.79,0,0,0,135,0,331.92,293,6.59,1194,0,0
đường nâu,gia vị,349,gram,1316,0,339.68,0,0,0,136,0,335.77,297,6.67,1208,0,0
đường nâu,gia vị,350,gram,1320,0,340.66,0,0,0,136,0,336.74,298,6.68,1211,0,0
đường nâu,gia vị,351,gram,1323,0,341.63,0,0,0,137,0,337.7,298,6.7,1214,0,0
đường nâu,gia vị,353,gram,1331,0,343.57,0,0,0,138,0,339.62,300,6.74,1221,0,0
đường nâu,gia vị,355,gram,1338,0,345.52,0,0,0,138,0,341.55,302,6.78,1228,0,0
đường nâu,gia vị,359,gram,1353,0,349.41,0,0,0,140,0,345.39,305,6.86,1242,0,0
đường nâu,gia vị,360,gram,1357,0,350.39,0,0,0,140,0,346.36,306,6.88,1246,0,0
đường nâu,gia vị,361,gram,1361,0,351.36,0,0,0,141,0,347.32,307,6.9,1249,0,0
đường nâu,gia vị,363,gram,1369,0,353.31,0,0,0,142,0,349.24,309,6.93,1256,0,0
đường nâu,gia vị,365,gram,1376,0,355.25,0,0,0,142,0,351.17,310,6.97,1263,0,0
đường nâu,gia vị,369,gram,1391,0,359.15,0,0,0,144,0,355.01,314,7.05,1277,0,0
đường nâu,gia vị,370,gram,1395,0,360.12,0,0,0,144,0,355.98,314,7.07,1280,0,0
đường nâu,gia vị,371,gram,1399,0,361.09,0,0,0,145,0,356.94,315,7.09,1284,0,0
đường nâu,gia vị,373,gram,1406,0,363.04,0,0,0,145,0,358.86,317,7.12,1291,0,0
đường nâu,gia vị,375,gram,1414,0,364.99,0,0,0,146,0,360.79,319,7.16,1298,0,0
đường nâu,gia vị,379,gram,1429,0,368.88,0,0,0,148,0,364.64,322,7.24,1311,0,0
đường nâu,gia vị,380,gram,1433,0,369.85,0,0,0,148,0,365.6,323,7.26,1315,0,0
đường nâu,gia vị,381,gram,1436,0,370.83,0,0,0,149,0,366.56,324,7.28,1318,0,0
đường nâu,gia vị,383,gram,1444,0,372.77,0,0,0,149,0,368.48,326,7.32,1325,0,0
đường nâu,gia vị,385,gram,1451,0,374.72,0,0,0,150,0,370.41,327,7.35,1332,0,0
đường nâu,gia vị,389,gram,1467,0,378.61,0,0,0,152,0,374.26,331,7.43,1346,0,0
đường nâu,gia vị,390,gram,1470,0,379.59,0,0,0,152,0,375.22,332,7.45,1349,0,0
đường nâu,gia vị,391,gram,1474,0,380.56,0,0,0,152,0,376.18,332,7.47,1353,0,0
đường nâu,gia vị,393,gram,1482,0,382.51,0,0,0,153,0,378.11,334,7.51,1360,0,0
đường nâu,gia vị,395,gram,1489,0,384.45,0,0,0,154,0,380.03,336,7.54,1367,0,0
đường nâu,gia vị,399,gram,1504,0,388.35,0,0,0,156,0,383.88,339,7.62,1381,0,0
đường nâu,gia vị,400,gram,1508,0,389.32,0,0,0,156,0,384.84,340,7.64,1384,0,0
muối,gia vị,1,gram,0,0,0,0,0,0,388,0,0,0,0,0,0,0
muối,gia vị,3,gram,0,0,0,0,0,0,1163,0,0,1,0.01,0,0,0
muối,gia vị,5,gram,0,0,0,0,0,0,1938,0,0,1,0.02,0,0,0
muối,gia vị,9,gram,0,0,0,0,0,0,3488,0,0,2,0.03,1,0,0
muối,gia vị,10,gram,0,0,0,0,0,0,3876,0,0,2,0.03,1,0,0
muối,gia vị,11,gram,0,0,0,0,0,0,4263,0,0,3,0.04,1,0,0
muối,gia vị,13,gram,0,0,0,0,0,0,5039,0,0,3,0.04,1,0,0
muối,gia vị,15,gram,0,0,0,0,0,0,5814,0,0,4,0.05,1,0,0
muối,gia vị,19,gram,0,0,0,0,0,0,7364,0,0,5,0.06,2,0,0
muối,gia vị,20,gram,0,0,0,0,0,0,7752,0,0,5,0.07,2,0,0
muối,gia vị,21,gram,0,0,0,0,0,0,8139,0,0,5,0.07,2,0,0
muối,gia vị,23,gram,0,0,0,0,0,0,8914,0,0,6,0.08,2,0,0
muối,gia vị,25,gram,0,0,0,0,0,0,9690,0,0,6,0.08,2,0,0
muối,gia vị,29,gram,0,0,0,0,0,0,11240,0,0,7,0.1,2,0,0
muối,gia vị,30,gram,0,0,0,0,0,0,11627,0,0,7,0.1,2,0,0
muối,gia vị,31,gram,0,0,0,0,0,0,12015,0,0,7,0.1,2,0,0
muối,gia vị,33,gram,0,0,0,0,0,0,12790,0,0,8,0.11,3,0,0
muối,gia vị,35,gram,0,0,0,0,0,0,13565,0,0,8,0.12,3,0,0
muối,gia vị,39,gram,0,0,0,0,0,0,15116,0,0,9,0.13,3,0,0
muối,gia vị,40,gram,0,0,0,0,0,0,15503,0,0,10,0.13,3,0,0
muối,gia vị,41,gram,0,0,0,0,0,0,15891,0,0,10,0.14,3,0,0
muối,gia vị,43,gram,0,0,0,0,0,0,16666,0,0,10,0.14,3,0,0
muối,gia vị,45,gram,0,0,0,0,0,0,17441,0,0,11,0.15,4,0,0
muối,gia vị,49,gram,0,0,0,0,0,0,18991,0,0,12,0.16,4,0,0
muối,gia vị,50,gram,0,0,0,0,0,0,19379,0,0,12,0.16,4,0,0
muối,gia vị,51,gram,0,0,0,0,0,0,19767,0,0,12,0.17,4,0,0
muối,gia vị,53,gram,0,0,0,0,0,0,20542,0,0,13,0.17,4,0,0
muối,gia vị,55,gram,0,0,0,0,0,0,21317,0,0,13,0.18,4,0,0
muối,gia vị,59,gram,0,0,0,0,0,0,22867,0,0,14,0.19,5,0,0
muối,gia vị,60,gram,0,0,0,0,0,0,23255,0,0,14,0.2,5,0,0
muối,gia vị,61,gram,0,0,0,0,0,0,23642,0,0,15,0.2,5,0,0
muối,gia vị,63,gram,0,0,0,0,0,0,24418,0,0,15,0.21,5,0,0
muối,gia vị,65,gram,0,0,0,0,0,0,25193,0,0,16,0.21,5,0,0
muối,gia vị,69,gram,0,0,0,0,0,0,26743,0,0,17,0.23,6,0,0
muối,gia vị,70,gram,0,0,0,0,0,0,27131,0,0,17,0.23,6,0,0
muối,gia vị,71,gram,0,0,0,0,0,0,27518,0,0,17,0.23,6,0,0
muối,gia vị,73,gram,0,0,0,0,0,0,28293,0,0,18,0.24,6,0,0
muối,gia vị,75,gram,0,0,0,0,0,0,29068,0,0,18,0.25,6,0,0
muối,gia vị,79,gram,0,0,0,0,0,0,30619,0,0,19,0.26,6,0,0
muối,gia vị,80,gram,0,0,0,0,0,0,31006,0,0,19,0.26,6,0,0
muối,gia vị,81,gram,0,0,0,0,0,0,31394,0,0,19,0.27,6,0,0
muối,gia vị,83,gram,0,0,0,0,0,0,32169,0,0,20,0.27,7,0,0
muối,gia vị,85,gram,0,0,0,0,0,0,32944,0,0,20,0.28,7,0,0
muối,gia vị,89,gram,0,0,0,0,0,0,34495,0,0,21,0.29,7,0,0
muối,gia vị,90,gram,0,0,0,0,0,0,34882,0,0,22,0.3,7,0,0
muối,gia vị,91,gram,0,0,0,0,0,0,35270,0,0,22,0.3,7,0,0
muối,gia vị,93,gram,0,0,0,0,0,0,36045,0,0,22,0.31,7,0,0
muối,gia vị,95,gram,0,0,0,0,0,0,36820,0,0,23,0.31,8,0,0
muối,gia vị,99,gram,0,0,0,0,0,0,38370,0,0,24,0.33,8,0,0
muối,gia vị,100,gram,0,0,0,0,0,0,38758,0,0,24,0.33,8,0,0
muối,gia vị,101,gram,0,0,0,0,0,0,39146,0,0,24,0.33,8,0,0
muối,gia vị,103,gram,0,0,0,0,0,0,39921,0,0,25,0.34,8,0,0
muối,gia vị,105,gram,0,0,0,0,0,0,40696,0,0,25,0.35,8,0,0
muối,gia vị,109,gram,0,0,0,0,0,0,42246,0,0,26,0.36,9,0,0
muối,gia vị,110,gram,0,0,0,0,0,0,42634,0,0,26,0.36,9,0,0
muối,gia vị,111,gram,0,0,0,0,0,0,43021,0,0,27,0.37,9,0,0
muối,gia vị,113,gram,0,0,0,0,0,0,43797,0,0,27,0.37,9,0,0
muối,gia vị,115,gram,0,0,0,0,0,0,44572,0,0,28,0.38,9,0,0
muối,gia vị,119,gram,0,0,0,0,0,0,46122,0,0,29,0.39,10,0,0
muối,gia vị,120,gram,0,0,0,0,0,0,46510,0,0,29,0.4,10,0,0
muối,gia vị,121,gram,0,0,0,0,0,0,46897,0,0,29,0.4,10,0,0
muối,gia vị,123,gram,0,0,0,0,0,0,47672,0,0,30,0.41,10,0,0
muối,gia vị,125,gram,0,0,0,0,0,0,48448,0,0,30,0.41,10,0,0
muối,gia vị,129,gram,0,0,0,0,0,0,49998,0,0,31,0.43,10,0,0
muối,gia vị,130,gram,0,0,0,0,0,0,50385,0,0,31,0.43,10,0,0
muối,gia vị,131,gram,0,0,0,0,0,0,50773,0,0,31,0.43,10,0,0
muối,gia vị,133,gram,0,0,0,0,0,0,51548,0,0,32,0.44,11,0,0
muối,gia vị,135,gram,0,0,0,0,0,0,52323,0,0,32,0.45,11,0,0
muối,gia vị,139,gram,0,0,0,0,0,0,53874,0,0,33,0.46,11,0,0
muối,gia vị,140,gram,0,0,0,0,0,0,54261,0,0,34,0.46,11,0,0
muối,gia vị,141,gram,0,0,0,0,0,0,54649,0,0,34,0.47,11,0,0
muối,gia vị,143,gram,0,0,0,0,0,0,55424,0,0,34,0.47,11,0,0
muối,gia vị,145,gram,0,0,0,0,0,0,56199,0,0,35,0.48,12,0,0
muối,gia vị,149,gram,0,0,0,0,0,0,57749,0,0,36,0.49,12,0,0
muối,gia vị,150,gram,0,0,0,0,0,0,58137,0,0,36,0.5,12,0,0
muối,gia vị,151,gram,0,0,0,0,0,0,58525,0,0,36,0.5,12,0,0
muối,gia vị,153,gram,0,0,0,0,0,0,59300,0,0,37,0.5,12,0,0
muối,gia vị,155,gram,0,0,0,0,0,0,60075,0,0,37,0.51,12,0,0
muối,gia vị,159,gram,0,0,0,0,0,0,61625,0,0,38,0.52,13,0,0
muối,gia vị,160,gram,0,0,0,0,0,0,62013,0,0,38,0.53,13,0,0
muối,gia vị,161,gram,0,0,0,0,0,0,62400,0,0,39,0.53,13,0,0
muối,gia vị,163,gram,0,0,0,0,0,0,63176,0,0,39,0.54,13,0,0
muối,gia vị,165,gram,0,0,0,0,0,0,63951,0,0,40,0.54,13,0,0
muối,gia vị,169,gram,0,0,0,0,0,0,65501,0,0,41,0.56,14,0,0
muối,gia vị,170,gram,0,0,0,0,0,0,65889,0,0,41,0.56,14,0,0
muối,gia vị,171,gram,0,0,0,0,0,0,66276,0,0,41,0.56,14,0,0
muối,gia vị,173,gram,0,0,0,0,0,0,67051,0,0,42,0.57,14,0,0
muối,gia vị,175,gram,0,0,0,0,0,0,67826,0,0,42,0.58,14,0,0
muối,gia vị,179,gram,0,0,0,0,0,0,69377,0,0,43,0.59,14,0,0
muối,gia vị,180,gram,0,0,0,0,0,0,69764,0,0,43,0.59,14,0,0
muối,gia vị,181,gram,0,0,0,0,0,0,70152,0,0,43,0.6,14,0,0
